206,387,122.646,170.342,227.123,115.833,120.375,131.731,215.767,193.054,224.851,211.224,249.835
211,388,113.561,149.901,195.325,170.342,147.63,161.257,238.479,174.884,206.682,268.005,174.884
205,389,70.408,229.394,218.038,129.46,186.241,190.783,272.547,195.325,279.361,183.969,297.531
212,389,122.646,147.63,163.528,163.528,211.224,172.613,286.175,188.512,224.851,177.156,268.005
206,390,179.427,249.835,213.495,204.41,363.396,308.887,526.925,442.889,597.333,604.146,563.264
207,390,168.071,113.561,190.783,240.75,340.684,342.955,567.807,467.873,420.177,570.078,451.974
209,390,165.8,188.512,320.243,204.41,243.021,374.752,417.906,476.958,438.347,708.623,624.587
210,390,86.3066,233.936,243.021,352.04,245.292,320.243,474.686,565.535,540.552,647.3,640.486
211,390,131.731,190.783,154.443,258.92,211.224,202.139,331.599,304.344,322.514,358.854,354.311
211,391,149.901,224.851,233.936,333.87,288.446,590.519,704.08,531.467,390.651,533.738,606.417
212,391,111.29,190.783,204.41,170.342,115.833,277.09,365.667,383.837,286.175,381.566,417.906
213,391,134.002,149.901,145.359,122.646,143.087,181.698,290.717,233.936,245.292,158.986,263.462
201,392,124.917,218.038,222.58,243.021,261.191,163.528,288.446,297.531,349.769,272.547,361.125
202,392,90.8491,306.616,295.259,315.7,429.262,292.988,483.771,402.007,451.974,495.127,556.451
204,392,158.986,197.597,492.856,272.547,302.073,249.835,290.717,261.191,327.057,347.498,429.262
205,392,279.361,272.547,788.116,243.021,345.226,202.139,243.021,274.818,438.347,456.517,336.142
206,392,311.158,252.106,454.245,361.125,299.802,297.531,288.446,431.533,379.295,431.533,465.601
207,392,138.545,415.634,224.851,367.939,338.413,245.292,317.972,447.432,542.823,558.722,588.248
208,392,145.359,261.191,283.903,379.295,272.547,365.667,442.889,567.807,542.823,710.894,797.201
209,392,288.446,363.396,595.061,272.547,265.734,268.005,540.552,451.974,483.771,620.045,699.538
210,392,268.005,472.415,340.684,626.859,347.498,329.328,374.752,390.651,415.634,486.042,467.873
214,392,147.63,195.325,245.292,79.4929,140.816,202.139,322.514,222.58,215.767,261.191,281.632
200,393,204.41,252.106,272.547,274.818,190.783,302.073,383.837,272.547,397.465,215.767,313.429
201,393,165.8,363.396,274.818,458.788,801.743,322.514,342.955,420.177,722.25,515.568,583.705
203,393,177.156,215.767,354.311,258.92,263.462,431.533,404.278,329.328,390.651,386.109,436.076
204,393,233.936,440.618,288.446,599.604,492.856,252.106,304.344,508.755,749.505,772.217,1044.76
205,393,158.986,254.377,408.821,420.177,268.005,463.33,488.314,576.892,726.793,999.34,935.745
206,393,165.8,183.969,329.328,281.632,202.139,313.429,551.908,585.976,772.217,683.639,719.979
207,393,283.903,302.073,599.604,292.988,213.495,342.955,536.009,388.38,715.436,483.771,642.757
208,393,338.413,361.125,279.361,406.55,290.717,345.226,381.566,476.958,597.333,481.5,704.08
209,393,229.394,317.972,558.722,306.616,252.106,308.887,367.939,352.04,456.517,610.96,679.097
210,393,258.92,315.7,542.823,277.09,370.21,352.04,461.059,513.297,538.281,654.113,635.943
211,393,211.224,302.073,388.38,324.785,281.632,383.837,486.042,445.16,420.177,501.941,499.67
212,393,199.868,224.851,227.123,297.531,290.717,288.446,395.193,320.243,288.446,270.276,315.7
213,393,193.054,320.243,204.41,224.851,174.884,290.717,302.073,240.75,206.682,308.887,274.818
214,393,118.104,313.429,197.597,208.953,113.561,215.767,215.767,202.139,245.292,256.649,247.564
198,394,109.019,183.969,370.21,247.564,233.936,181.698,263.462,208.953,279.361,263.462,249.835
199,394,243.021,367.939,345.226,270.276,238.479,238.479,272.547,304.344,233.936,220.309,299.802
200,394,240.75,288.446,277.09,390.651,433.804,306.616,390.651,338.413,451.974,308.887,429.262
201,394,324.785,1015.24,981.17,1192.39,1072.02,549.637,715.436,747.234,681.368,713.165,672.283
202,394,354.311,583.705,440.618,699.538,377.024,867.609,697.267,531.467,483.771,456.517,486.042
203,394,249.835,308.887,474.686,479.229,570.078,272.547,438.347,613.231,1212.83,844.896,1049.31
204,394,336.142,397.465,570.078,499.67,692.724,701.809,1067.48,1133.34,1160.6,1301.41,1512.64
205,394,243.021,536.009,372.481,349.769,451.974,758.59,1026.59,1078.83,801.743,853.981,1033.41
206,394,199.868,308.887,245.292,295.259,481.5,608.689,838.083,704.08,844.896,608.689,670.012
207,394,236.208,445.16,422.448,274.818,315.7,663.198,903.948,613.231,517.84,490.585,560.993
208,394,220.309,506.484,313.429,358.854,322.514,572.349,797.201,538.281,608.689,420.177,511.026
209,394,227.123,229.394,431.533,370.21,168.071,438.347,679.097,479.229,592.79,417.906,554.179
210,394,272.547,333.87,420.177,411.092,352.04,270.276,327.057,347.498,356.583,415.634,458.788
