331,41,1263.46,710.696,1421.39,157.933,552.764,157.933,78.9663,78.9663,78.9663,157.933,78.9663
332,41,631.73,473.798,1263.46,78.9663,236.899,78.9663,78.9663,78.9663,78.9663,157.933,78.9663
331,42,1421.39,710.696,1184.49,236.899,1184.49,236.899,78.9663,78.9663,78.9663,157.933,78.9663
329,43,473.798,394.831,315.865,315.865,157.933,236.899,394.831,157.933,157.933,631.73,157.933
330,43,236.899,868.629,1184.49,631.73,631.73,710.696,473.798,157.933,78.9663,473.798,78.9663
331,43,552.764,947.595,1658.29,394.831,1105.53,710.696,236.899,78.9663,78.9663,236.899,78.9663
328,44,157.933,236.899,236.899,315.865,315.865,78.9663,78.9663,157.933,315.865,473.798,157.933
329,44,394.831,394.831,236.899,394.831,473.798,157.933,473.798,315.865,394.831,868.629,157.933
330,44,394.831,710.696,789.663,710.696,1026.56,710.696,868.629,473.798,236.899,710.696,157.933
331,44,157.933,1105.53,1737.26,394.831,1026.56,947.595,552.764,236.899,78.9663,394.831,78.9663
328,45,236.899,394.831,394.831,631.73,315.865,315.865,78.9663,78.9663,315.865,315.865,78.9663
329,45,157.933,473.798,473.798,789.663,552.764,236.899,394.831,394.831,631.73,710.696,236.899
330,45,315.865,315.865,315.865,552.764,1263.46,789.663,947.595,552.764,473.798,789.663,315.865
331,45,236.899,631.73,947.595,236.899,947.595,1026.56,710.696,315.865,157.933,552.764,236.899
332,45,78.9663,1026.56,710.696,78.9663,157.933,473.798,236.899,78.9663,78.9663,157.933,78.9663
328,46,236.899,236.899,315.865,631.73,315.865,473.798,315.865,78.9663,236.899,394.831,78.9663
329,46,157.933,631.73,631.73,947.595,394.831,631.73,552.764,315.865,710.696,473.798,315.865
330,46,157.933,710.696,236.899,789.663,1026.56,947.595,868.629,710.696,631.73,552.764,473.798
326,47,157.933,157.933,157.933,394.831,157.933,236.899,78.9663,157.933,315.865,157.933,157.933
329,47,157.933,236.899,315.865,552.764,473.798,789.663,868.629,394.831,710.696,394.831,236.899
330,47,78.9663,552.764,315.865,947.595,394.831,1263.46,789.663,710.696,710.696,315.865,631.73
331,47,157.933,394.831,157.933,1500.36,710.696,631.73,315.865,552.764,315.865,394.831,552.764
326,48,315.865,78.9663,236.899,236.899,157.933,315.865,236.899,78.9663,315.865,78.9663,157.933
327,48,157.933,157.933,394.831,473.798,157.933,394.831,236.899,394.831,473.798,236.899,315.865
328,48,157.933,315.865,236.899,789.663,394.831,473.798,473.798,631.73,552.764,631.73,236.899
330,48,236.899,157.933,236.899,473.798,315.865,1184.49,1105.53,473.798,315.865,157.933,710.696
331,48,157.933,157.933,315.865,710.696,157.933,1105.53,394.831,157.933,157.933,236.899,631.73
332,48,157.933,157.933,236.899,315.865,157.933,394.831,78.9663,157.933,157.933,236.899,315.865
324,49,315.865,78.9663,236.899,157.933,78.9663,78.9663,78.9663,78.9663,236.899,157.933,157.933
327,49,315.865,78.9663,315.865,394.831,315.865,394.831,473.798,315.865,552.764,78.9663,394.831
328,49,236.899,157.933,315.865,473.798,157.933,789.663,394.831,552.764,947.595,394.831,552.764
329,49,157.933,236.899,157.933,1184.49,394.831,473.798,631.73,1026.56,789.663,394.831,394.831
325,50,315.865,78.9663,315.865,236.899,78.9663,78.9663,78.9663,236.899,315.865,236.899,157.933
326,50,236.899,157.933,315.865,236.899,157.933,236.899,157.933,394.831,394.831,236.899,157.933
328,50,315.865,78.9663,236.899,394.831,236.899,552.764,710.696,394.831,710.696,157.933,631.73
329,50,236.899,157.933,315.865,394.831,78.9663,789.663,236.899,552.764,1105.53,236.899,789.663
330,50,157.933,236.899,236.899,473.798,236.899,315.865,394.831,1184.49,631.73,315.865,552.764
325,51,236.899,157.933,157.933,157.933,157.933,78.9663,157.933,157.933,236.899,236.899,236.899
326,51,315.865,78.9663,315.865,157.933,78.9663,236.899,236.899,236.899,552.764,236.899,315.865
327,51,236.899,157.933,315.865,315.865,157.933,315.865,236.899,631.73,473.798,157.933,315.865
329,51,157.933,157.933,157.933,236.899,157.933,473.798,552.764,315.865,552.764,78.9663,710.696
330,51,157.933,157.933,236.899,78.9663,157.933,394.831,157.933,394.831,552.764,236.899,947.595
331,51,157.933,157.933,315.865,78.9663,157.933,236.899,78.9663,473.798,157.933,315.865,631.73
326,52,157.933,157.933,157.933,236.899,236.899,157.933,315.865,236.899,315.865,157.933,315.865
327,52,236.899,157.933,315.865,157.933,78.9663,315.865,157.933,236.899,710.696,236.899,552.764
328,52,236.899,157.933,315.865,315.865,157.933,157.933,157.933,710.696,394.831,157.933,394.831
331,52,157.933,157.933,157.933,78.9663,236.899,315.865,157.933,78.9663,78.9663,157.933,552.764
327,53,157.933,157.933,236.899,236.899,236.899,157.933,236.899,157.933,315.865,157.933,394.831
328,53,157.933,157.933,157.933,157.933,157.933,236.899,78.9663,236.899,473.798,236.899,631.73
329,53,157.933,157.933,157.933,157.933,157.933,236.899,78.9663,473.798,315.865,236.899,394.831
325,54,157.933,157.933,236.899,157.933,236.899,157.933,78.9663,78.9663,236.899,315.865,236.899
328,54,157.933,157.933,157.933,236.899,315.865,157.933,236.899,157.933,157.933,157.933,473.798
329,54,78.9663,157.933,157.933,157.933,236.899,315.865,157.933,157.933,236.899,236.899,552.764
330,54,157.933,78.9663,157.933,78.9663,157.933,236.899,78.9663,157.933,236.899,236.899,236.899
326,55,157.933,157.933,236.899,157.933,236.899,236.899,78.9663,78.9663,236.899,394.831,236.899
327,56,157.933,157.933,236.899,236.899,236.899,236.899,157.933,78.9663,236.899,394.831,315.865
