135,373,461.216,230.608,538.085,153.739,76.8693,76.8693,76.8693,384.347,307.477,307.477,307.477
136,373,384.347,153.739,384.347,76.8693,153.739,76.8693,76.8693,230.608,230.608,230.608,230.608
135,374,384.347,384.347,691.824,153.739,153.739,76.8693,76.8693,538.085,461.216,384.347,307.477
136,374,461.216,461.216,614.955,153.739,153.739,76.8693,76.8693,384.347,384.347,384.347,384.347
137,374,384.347,307.477,384.347,153.739,153.739,76.8693,76.8693,153.739,153.739,153.739,230.608
135,375,230.608,614.955,845.563,614.955,384.347,153.739,153.739,461.216,461.216,384.347,307.477
136,375,384.347,691.824,768.693,461.216,461.216,153.739,153.739,461.216,384.347,307.477,384.347
137,375,384.347,461.216,384.347,153.739,230.608,76.8693,76.8693,230.608,76.8693,76.8693,153.739
134,376,76.8693,307.477,307.477,538.085,384.347,230.608,230.608,307.477,461.216,461.216,307.477
135,376,153.739,461.216,538.085,845.563,691.824,384.347,461.216,538.085,614.955,538.085,538.085
136,376,153.739,538.085,461.216,768.693,768.693,384.347,384.347,384.347,384.347,461.216,461.216
137,376,230.608,461.216,230.608,461.216,461.216,230.608,230.608,153.739,153.739,307.477,230.608
138,376,153.739,307.477,153.739,153.739,153.739,76.8693,76.8693,76.8693,153.739,307.477,230.608
143,376,153.739,153.739,153.739,153.739,76.8693,153.739,76.8693,307.477,307.477,384.347,307.477
145,376,153.739,153.739,230.608,153.739,153.739,76.8693,76.8693,153.739,230.608,384.347,230.608
134,377,153.739,153.739,76.8693,307.477,307.477,230.608,307.477,461.216,461.216,461.216,307.477
135,377,153.739,230.608,230.608,461.216,461.216,384.347,384.347,614.955,538.085,614.955,461.216
136,377,153.739,307.477,384.347,691.824,538.085,614.955,538.085,384.347,461.216,614.955,461.216
137,377,230.608,230.608,230.608,538.085,614.955,614.955,461.216,153.739,307.477,461.216,384.347
140,377,76.8693,76.8693,76.8693,153.739,153.739,153.739,153.739,384.347,461.216,461.216,384.347
141,377,76.8693,153.739,230.608,230.608,153.739,153.739,153.739,307.477,307.477,384.347,384.347
142,377,230.608,153.739,307.477,307.477,230.608,153.739,76.8693,230.608,230.608,307.477,307.477
143,377,307.477,307.477,153.739,153.739,153.739,76.8693,76.8693,461.216,307.477,384.347,307.477
145,377,230.608,153.739,461.216,307.477,153.739,153.739,153.739,153.739,230.608,307.477,153.739
146,377,230.608,153.739,153.739,153.739,153.739,76.8693,76.8693,307.477,384.347,461.216,307.477
147,377,153.739,76.8693,153.739,153.739,76.8693,153.739,76.8693,153.739,153.739,230.608,384.347
133,378,153.739,76.8693,230.608,153.739,153.739,153.739,153.739,230.608,230.608,307.477,384.347
134,378,230.608,230.608,153.739,307.477,153.739,153.739,153.739,230.608,153.739,153.739,230.608
135,378,230.608,461.216,384.347,461.216,307.477,307.477,307.477,384.347,230.608,230.608,153.739
136,378,307.477,461.216,614.955,384.347,461.216,538.085,538.085,307.477,307.477,384.347,230.608
137,378,384.347,230.608,307.477,230.608,384.347,384.347,384.347,230.608,307.477,230.608,230.608
